customer_id,business_line,region,competition_index,tenure_months,contract_type,payment_method,tech_type,n_products,has_mobile,has_broadband,has_iptv,has_pbx,days_to_contract_end
RT-000751,mobile,Far-East,0.177,21,monthly,invoice,n/a,2,True,True,False,False,30
RT-000752,mobile,North-West,0.817,16,annual,auto,n/a,1,True,False,False,False,250
RT-000753,mobile,Moscow,0.403,29,annual,card,n/a,4,True,True,False,True,225
RT-000754,mobile,Urals,0.353,20,monthly,card,n/a,2,True,False,False,False,30
RT-000755,broadband,Far-East,0.381,55,monthly,card,copper,3,False,True,True,False,30
RT-000756,mobile,North-Caucasus,0.79,41,annual,auto,n/a,3,True,False,False,False,230
RT-000757,mobile,Far-East,0.062,3,annual,invoice,n/a,1,True,False,False,False,275
RT-000758,fixed_voice,Moscow,0.566,46,monthly,auto,copper,4,False,False,False,True,30
RT-000759,mobile,Saint-Petersburg,0.597,22,monthly,invoice,n/a,2,True,False,False,False,30
RT-000760,mobile,Far-East,0.163,36,monthly,auto,n/a,3,True,False,False,False,30
RT-000761,broadband,Urals,0.426,30,monthly,card,xdsl,1,False,True,False,False,30
RT-000762,mobile,Central,0.296,32,two_year,card,n/a,3,True,True,False,False,500
RT-000763,mobile,North-West,0.518,17,monthly,card,n/a,2,True,True,False,False,30
RT-000764,mobile,Far-East,0.765,40,annual,invoice,n/a,3,True,False,True,False,260
RT-000765,iptv,North-Caucasus,0.393,19,monthly,card,n/a,2,False,False,True,False,30
RT-000766,mobile,Far-East,0.552,11,two_year,auto,n/a,3,True,False,True,False,400
RT-000767,mobile,Volga,0.07,33,monthly,auto,n/a,2,True,True,False,False,30
RT-000768,mobile,Siberia,0.164,52,two_year,auto,n/a,3,True,False,False,False,630
RT-000769,mobile,Moscow,0.353,22,monthly,auto,n/a,2,True,False,False,False,30
RT-000770,broadband,North-Caucasus,0.134,10,two_year,auto,fiber,4,True,True,False,True,430
RT-000771,mobile,Central,0.435,16,monthly,auto,n/a,4,True,True,True,False,30
RT-000772,broadband,North-Caucasus,0.441,30,annual,auto,xdsl,3,True,True,True,False,195
RT-000773,broadband,Moscow,0.917,16,monthly,invoice,xdsl,1,False,True,False,False,30
RT-000774,iptv,North-Caucasus,0.206,58,annual,card,n/a,1,False,False,True,False,85
RT-000775,mobile,Southern,0.464,12,monthly,invoice,n/a,4,True,False,True,True,30
RT-000776,iptv,Southern,0.021,48,two_year,card,n/a,2,False,False,True,False,20
RT-000777,broadband,Urals,0.319,23,two_year,card,xdsl,3,True,True,True,False,40
RT-000778,mobile,Volga,0.749,75,two_year,card,n/a,2,True,False,False,False,670
RT-000779,broadband,North-Caucasus,0.354,9,monthly,card,fiber,4,False,True,False,False,30
RT-000780,iptv,Saint-Petersburg,0.573,14,annual,invoice,n/a,1,False,False,True,False,310
RT-000781,mobile,Urals,0.475,19,annual,card,n/a,4,True,False,False,True,160
RT-000782,iptv,Central,0.242,32,two_year,card,n/a,1,False,False,True,False,500
RT-000783,mobile,Moscow,0.357,10,monthly,card,n/a,2,True,False,False,False,30
RT-000784,broadband,Urals,0.289,29,monthly,invoice,xdsl,3,True,True,True,False,30
RT-000785,fixed_voice,Urals,0.259,9,annual,invoice,copper,1,False,False,False,False,95
RT-000786,mobile,Saint-Petersburg,0.166,43,monthly,card,n/a,3,True,False,True,False,30
RT-000787,iptv,Siberia,0.639,19,monthly,auto,n/a,2,False,False,True,False,30
RT-000788,mobile,North-Caucasus,0.83,63,two_year,auto,n/a,2,True,True,False,False,300
RT-000789,broadband,Urals,0.803,12,monthly,card,fiber,2,False,True,False,False,30
RT-000790,broadband,Central,0.201,15,annual,auto,fiber,3,True,True,True,False,280
RT-000791,mobile,Moscow,0.62,37,annual,auto,n/a,3,True,False,True,False,350
RT-000792,mobile,Moscow,0.581,40,monthly,auto,n/a,1,True,False,False,False,30
RT-000793,mobile,Urals,0.665,39,annual,invoice,n/a,2,True,False,False,False,290
RT-000794,mobile,Central,0.602,38,monthly,card,n/a,2,True,True,False,False,30
RT-000795,mobile,North-West,0.484,27,monthly,card,n/a,3,True,True,False,False,30
RT-000796,mobile,Moscow,0.569,26,two_year,auto,n/a,4,True,True,False,False,680
RT-000797,mobile,Volga,0.506,120,monthly,invoice,n/a,3,True,True,True,False,30
RT-000798,mobile,Saint-Petersburg,0.33,23,annual,card,n/a,4,True,False,False,False,40
RT-000799,broadband,Volga,0.271,97,annual,invoice,fiber,4,False,True,True,False,10
RT-000800,broadband,Southern,0.862,60,annual,card,fiber,4,True,True,False,True,25
RT-000801,broadband,North-Caucasus,0.459,38,monthly,card,fiber,1,False,True,False,False,30
RT-000802,mobile,Central,0.767,67,monthly,auto,n/a,2,True,False,False,False,30
RT-000803,iptv,North-West,0.281,20,monthly,card,n/a,3,True,False,True,False,30
RT-000804,broadband,Far-East,0.194,5,monthly,invoice,xdsl,4,False,True,True,False,30
RT-000805,mobile,North-Caucasus,0.248,22,monthly,auto,n/a,1,True,False,False,False,30
RT-000806,mobile,Volga,0.597,23,monthly,invoice,n/a,1,True,False,False,False,30
RT-000807,broadband,North-West,0.412,32,monthly,auto,fiber,1,False,True,False,False,30
RT-000808,mobile,Siberia,0.113,19,monthly,auto,n/a,3,True,True,False,False,30
RT-000809,mobile,Siberia,0.775,8,monthly,card,n/a,2,True,True,False,False,30
RT-000810,fixed_voice,Siberia,0.637,13,two_year,card,fiber,1,False,False,False,False,340
RT-000811,mobile,Urals,0.633,32,monthly,auto,n/a,2,True,True,False,False,30
RT-000812,mobile,Saint-Petersburg,0.747,43,monthly,card,n/a,3,True,False,False,False,30
RT-000813,fixed_voice,Central,0.334,32,annual,card,fiber,2,False,True,False,False,135
RT-000814,broadband,Moscow,0.723,36,monthly,auto,fiber,2,False,True,False,False,30
RT-000815,mobile,North-West,0.516,18,monthly,invoice,n/a,4,True,True,True,True,30
RT-000816,iptv,Far-East,0.849,20,two_year,auto,n/a,2,False,True,True,False,130
RT-000817,iptv,Central,0.518,27,monthly,card,n/a,2,False,True,True,False,30
RT-000818,mobile,Siberia,0.665,14,monthly,auto,n/a,4,True,True,True,False,30
RT-000819,broadband,Volga,0.337,50,monthly,auto,fiber,2,False,True,False,False,30
RT-000820,mobile,Saint-Petersburg,0.241,10,monthly,card,n/a,4,True,False,False,False,30
RT-000821,mobile,Central,0.409,62,two_year,auto,n/a,3,True,True,False,False,330
RT-000822,broadband,Urals,0.291,20,two_year,auto,xdsl,3,False,True,True,False,130
RT-000823,mobile,Siberia,0.242,25,annual,card,n/a,2,True,True,False,False,345
RT-000824,broadband,North-West,0.62,15,two_year,card,fiber,2,False,True,False,False,280
RT-000825,iptv,North-Caucasus,0.508,16,monthly,invoice,n/a,1,False,False,True,False,30
RT-000826,mobile,Moscow,0.855,85,monthly,auto,n/a,3,True,True,False,False,30
RT-000827,broadband,Southern,0.842,34,annual,auto,xdsl,2,False,True,False,False,75
RT-000828,mobile,Central,0.122,25,monthly,invoice,n/a,2,True,True,False,False,30
RT-000829,iptv,Far-East,0.774,36,monthly,auto,n/a,3,True,False,True,False,30
RT-000830,mobile,Siberia,0.805,18,monthly,invoice,n/a,4,True,True,False,False,30
RT-000831,broadband,Moscow,0.394,14,monthly,auto,xdsl,2,False,True,False,False,30
RT-000832,broadband,North-West,0.687,35,monthly,invoice,fiber,2,False,True,False,False,30
RT-000833,mobile,Siberia,0.657,29,two_year,invoice,n/a,4,True,True,True,False,590
RT-000834,broadband,Southern,0.61,34,two_year,card,fiber,3,True,True,False,False,440
RT-000835,broadband,Volga,0.07,46,monthly,card,fiber,1,False,True,False,False,30
RT-000836,broadband,Saint-Petersburg,0.576,16,annual,auto,xdsl,1,False,True,False,False,250
RT-000837,broadband,Southern,0.17,29,annual,auto,fiber,4,False,True,True,False,225
RT-000838,fixed_voice,Moscow,0.813,33,annual,card,xdsl,1,False,False,False,False,105
RT-000839,mobile,North-West,0.708,10,annual,card,n/a,1,True,False,False,False,65
RT-000840,mobile,Central,0.765,33,monthly,card,n/a,3,True,False,True,False,30
RT-000841,mobile,Urals,0.512,39,monthly,card,n/a,4,True,False,False,False,30
RT-000842,broadband,Volga,0.725,35,annual,invoice,fiber,1,False,True,False,False,45
RT-000843,mobile,Volga,0.477,23,monthly,card,n/a,1,True,False,False,False,30
RT-000844,mobile,Far-East,0.338,14,monthly,auto,n/a,4,True,True,True,False,30
RT-000845,mobile,North-West,0.3,25,monthly,auto,n/a,3,True,False,False,False,30
RT-000846,iptv,Siberia,0.378,35,monthly,card,n/a,2,False,True,True,False,30
RT-000847,mobile,Far-East,0.218,90,monthly,card,n/a,2,True,False,False,False,30
RT-000848,broadband,Saint-Petersburg,0.786,56,two_year,auto,fiber,3,False,True,True,False,510
RT-000849,mobile,Siberia,0.382,68,monthly,auto,n/a,3,True,False,False,False,30
RT-000850,fixed_voice,Moscow,0.41,45,two_year,auto,fiber,2,False,False,False,False,110
RT-000851,mobile,Urals,0.498,12,monthly,card,n/a,1,True,False,False,False,30
RT-000852,mobile,Central,0.264,38,monthly,card,n/a,4,True,True,False,False,30
RT-000853,iptv,Central,0.911,24,monthly,card,n/a,2,False,False,True,False,30
RT-000854,iptv,Far-East,0.518,28,two_year,card,n/a,4,True,True,True,False,620
RT-000855,mobile,Saint-Petersburg,0.762,1,annual,card,n/a,4,True,False,True,True,335
RT-000856,mobile,Southern,0.721,17,monthly,auto,n/a,3,True,True,False,False,30
RT-000857,broadband,Siberia,0.371,76,annual,invoice,xdsl,4,False,True,False,False,275
RT-000858,iptv,Far-East,0.233,54,annual,card,n/a,1,False,False,True,False,205
RT-000859,mobile,Central,0.517,46,monthly,card,n/a,4,True,True,False,False,30
RT-000860,mobile,North-West,0.707,47,monthly,invoice,n/a,4,True,False,True,False,30
RT-000861,broadband,Southern,0.108,9,annual,auto,fiber,2,False,True,False,False,95
RT-000862,broadband,Southern,0.298,16,two_year,invoice,fiber,2,False,True,False,False,250
RT-000863,broadband,Saint-Petersburg,0.607,22,monthly,auto,fiber,3,True,True,True,False,30
RT-000864,broadband,Southern,0.788,12,two_year,auto,xdsl,2,False,True,False,False,370
RT-000865,mobile,Moscow,0.301,26,monthly,invoice,n/a,2,True,False,False,False,30
RT-000866,iptv,Urals,0.801,26,monthly,auto,n/a,1,False,False,True,False,30
RT-000867,iptv,Siberia,0.423,10,annual,card,n/a,1,False,False,True,False,65
RT-000868,broadband,Volga,0.774,12,annual,card,xdsl,2,False,True,False,False,5
RT-000869,mobile,Central,0.047,18,annual,auto,n/a,2,True,False,False,False,190
RT-000870,mobile,Central,0.726,27,monthly,card,n/a,2,True,False,False,False,30
RT-000871,broadband,Urals,0.43,59,monthly,card,xdsl,1,False,True,False,False,30
RT-000872,mobile,Volga,0.616,73,monthly,auto,n/a,1,True,False,False,False,30
RT-000873,fixed_voice,North-Caucasus,0.685,24,two_year,card,fiber,2,False,False,False,False,10
RT-000874,mobile,North-Caucasus,0.45,6,annual,card,n/a,3,True,True,False,False,185
RT-000875,broadband,Volga,0.343,25,monthly,card,fiber,2,False,True,False,False,30
RT-000876,iptv,Central,0.366,11,two_year,auto,n/a,2,False,False,True,False,400
RT-000877,mobile,Far-East,0.518,45,two_year,card,n/a,3,True,False,False,False,110
RT-000878,mobile,Siberia,0.875,28,annual,invoice,n/a,2,True,False,False,False,255
RT-000879,broadband,Saint-Petersburg,0.536,28,monthly,card,fiber,2,False,True,False,False,30
RT-000880,broadband,North-Caucasus,0.779,16,monthly,auto,xdsl,3,False,True,False,False,30
RT-000881,mobile,Central,0.62,26,monthly,card,n/a,2,True,False,False,False,30
RT-000882,broadband,Southern,0.226,18,monthly,card,xdsl,3,False,True,False,False,30
RT-000883,fixed_voice,Saint-Petersburg,0.131,22,monthly,auto,xdsl,3,True,False,True,False,30
RT-000884,mobile,Volga,0.905,21,monthly,card,n/a,3,True,False,False,False,30
RT-000885,mobile,Urals,0.961,6,monthly,card,n/a,2,True,True,False,False,30
RT-000886,mobile,Saint-Petersburg,0.212,55,monthly,card,n/a,4,True,False,False,False,30
RT-000887,mobile,Central,0.343,14,monthly,invoice,n/a,3,True,False,True,False,30
RT-000888,mobile,Siberia,0.502,14,monthly,invoice,n/a,2,True,True,False,False,30
RT-000889,mobile,North-Caucasus,0.343,15,annual,auto,n/a,1,True,False,False,False,280
RT-000890,broadband,North-Caucasus,0.815,30,two_year,card,xdsl,1,False,True,False,False,560
RT-000891,mobile,Siberia,0.392,34,annual,auto,n/a,2,True,False,False,False,75
RT-000892,fixed_voice,North-Caucasus,0.447,20,monthly,auto,xdsl,1,False,False,False,False,30
RT-000893,mobile,Saint-Petersburg,0.232,5,annual,invoice,n/a,3,True,True,False,False,215
RT-000894,mobile,Central,0.031,14,annual,auto,n/a,4,True,False,False,False,310
RT-000895,broadband,Volga,0.877,11,two_year,auto,xdsl,2,False,True,False,False,400
RT-000896,iptv,North-Caucasus,0.378,33,monthly,invoice,n/a,4,False,False,True,False,30
RT-000897,mobile,Siberia,0.877,15,monthly,card,n/a,2,True,True,False,False,30
RT-000898,mobile,North-West,0.305,3,annual,card,n/a,3,True,False,False,False,275
RT-000899,mobile,Moscow,0.257,47,monthly,invoice,n/a,4,True,False,True,False,30
RT-000900,mobile,Urals,0.715,42,monthly,auto,n/a,4,True,False,True,False,30
RT-000901,mobile,North-West,0.484,5,annual,card,n/a,1,True,False,False,False,215
RT-000902,mobile,Central,0.724,35,annual,auto,n/a,3,True,True,True,False,45
RT-000903,mobile,Central,0.125,13,monthly,auto,n/a,1,True,False,False,False,30
RT-000904,mobile,Central,0.654,59,monthly,auto,n/a,2,True,True,False,False,30
RT-000905,fixed_voice,North-West,0.564,24,monthly,card,fiber,1,False,False,False,False,30
RT-000906,broadband,Urals,0.772,13,monthly,card,xdsl,4,True,True,True,True,30
RT-000907,mobile,Saint-Petersburg,0.862,23,annual,auto,n/a,1,True,False,False,False,40
RT-000908,mobile,Volga,0.861,47,monthly,card,n/a,4,True,False,False,False,30
RT-000909,mobile,North-Caucasus,0.818,10,annual,card,n/a,2,True,False,False,False,65
RT-000910,mobile,North-Caucasus,0.233,30,monthly,auto,n/a,3,True,False,False,False,30
RT-000911,broadband,Far-East,0.102,14,monthly,card,fiber,4,False,True,False,False,30
RT-000912,iptv,Central,0.501,28,monthly,auto,n/a,2,False,False,True,False,30
RT-000913,iptv,Saint-Petersburg,0.388,23,monthly,card,n/a,1,False,False,True,False,30
RT-000914,fixed_voice,Far-East,0.682,35,monthly,card,copper,2,False,True,False,False,30
RT-000915,fixed_voice,Volga,0.618,42,annual,auto,xdsl,1,False,False,False,False,200
RT-000916,fixed_voice,Volga,0.709,54,annual,auto,copper,1,False,False,False,False,205
RT-000917,mobile,Volga,0.808,15,annual,auto,n/a,2,True,False,False,False,280
RT-000918,mobile,Saint-Petersburg,0.494,59,monthly,auto,n/a,2,True,False,False,False,30
RT-000919,mobile,Siberia,0.583,48,monthly,card,n/a,2,True,False,False,False,30
RT-000920,broadband,Central,0.302,20,annual,auto,fiber,2,False,True,False,False,130
RT-000921,mobile,Central,0.301,16,annual,auto,n/a,1,True,False,False,False,250
RT-000922,iptv,Siberia,0.456,18,monthly,auto,n/a,1,False,False,True,False,30
RT-000923,broadband,Siberia,0.786,16,annual,auto,xdsl,4,True,True,True,False,250
RT-000924,mobile,Far-East,0.32,27,monthly,card,n/a,1,True,False,False,False,30
RT-000925,mobile,Siberia,0.891,8,monthly,auto,n/a,4,True,True,False,False,30
RT-000926,mobile,Moscow,0.605,5,annual,auto,n/a,3,True,False,True,False,215
RT-000927,mobile,Volga,0.414,6,monthly,auto,n/a,4,True,True,False,False,30
RT-000928,iptv,Volga,0.478,30,monthly,auto,n/a,1,False,False,True,False,30
RT-000929,broadband,North-West,0.301,58,annual,card,fiber,3,True,True,False,False,85
RT-000930,broadband,Volga,0.51,38,monthly,invoice,fiber,1,False,True,False,False,30
RT-000931,mobile,Volga,0.222,57,annual,card,n/a,2,True,False,False,False,115
RT-000932,mobile,Urals,0.83,13,monthly,card,n/a,2,True,False,False,False,30
RT-000933,mobile,North-Caucasus,0.157,41,annual,invoice,n/a,2,True,False,False,False,230
RT-000934,broadband,Urals,0.827,42,monthly,invoice,fiber,2,False,True,False,False,30
RT-000935,broadband,North-Caucasus,0.785,86,two_year,auto,fiber,4,True,True,True,False,340
RT-000936,mobile,Far-East,0.462,40,two_year,card,n/a,2,True,False,False,False,260
RT-000937,fixed_voice,Siberia,0.792,29,annual,auto,copper,1,False,False,False,False,225
RT-000938,mobile,Central,0.315,36,monthly,card,n/a,3,True,True,False,False,30
RT-000939,iptv,Southern,0.237,44,monthly,auto,n/a,1,False,False,True,False,30
RT-000940,mobile,Saint-Petersburg,0.745,4,monthly,auto,n/a,3,True,False,False,False,30
RT-000941,mobile,North-Caucasus,0.375,13,monthly,card,n/a,2,True,False,False,False,30
RT-000942,iptv,Saint-Petersburg,0.198,38,annual,card,n/a,1,False,False,True,False,320
RT-000943,mobile,Central,0.654,19,monthly,card,n/a,1,True,False,False,False,30
RT-000944,mobile,North-Caucasus,0.852,27,annual,card,n/a,4,True,False,False,False,285
RT-000945,mobile,Saint-Petersburg,0.494,8,monthly,card,n/a,3,True,False,True,False,30
RT-000946,mobile,Southern,0.435,37,monthly,card,n/a,2,True,False,False,False,30
RT-000947,broadband,Southern,0.448,1,annual,invoice,xdsl,2,False,True,False,False,335
RT-000948,iptv,Central,0.461,75,monthly,auto,n/a,1,False,False,True,False,30
RT-000949,iptv,North-West,0.247,25,two_year,invoice,n/a,3,False,True,True,False,710
RT-000950,mobile,Siberia,0.162,49,monthly,auto,n/a,3,True,False,False,False,30
RT-000951,mobile,Siberia,0.521,4,two_year,card,n/a,1,True,False,False,False,610
RT-000952,mobile,Southern,0.032,26,monthly,auto,n/a,3,True,True,False,False,30
RT-000953,mobile,Southern,0.505,25,annual,auto,n/a,1,True,False,False,False,345
RT-000954,mobile,North-West,0.756,41,monthly,card,n/a,3,True,True,True,False,30
RT-000955,fixed_voice,Urals,0.404,28,monthly,auto,xdsl,1,False,False,False,False,30
RT-000956,iptv,Moscow,0.434,32,two_year,auto,n/a,1,False,False,True,False,500
RT-000957,broadband,Moscow,0.673,30,annual,card,fiber,3,True,True,True,False,195
RT-000958,mobile,Siberia,0.111,14,monthly,auto,n/a,1,True,False,False,False,30
RT-000959,mobile,Saint-Petersburg,0.897,36,monthly,auto,n/a,4,True,False,False,False,30
RT-000960,mobile,Siberia,0.444,49,annual,card,n/a,3,True,True,True,False,355
RT-000961,mobile,Moscow,0.401,35,annual,invoice,n/a,2,True,False,False,False,45
RT-000962,mobile,Central,0.556,36,monthly,auto,n/a,4,True,False,False,False,30
RT-000963,mobile,North-Caucasus,0.591,28,monthly,invoice,n/a,2,True,True,False,False,30
RT-000964,mobile,Central,0.784,10,annual,card,n/a,3,True,True,True,False,65
RT-000965,fixed_voice,North-Caucasus,0.439,14,annual,auto,fiber,1,False,False,False,False,310
RT-000966,mobile,Central,0.212,17,monthly,card,n/a,2,True,False,False,False,30
RT-000967,fixed_voice,Urals,0.59,87,monthly,auto,fiber,1,False,False,False,False,30
RT-000968,mobile,Urals,0.777,17,two_year,auto,n/a,2,True,True,False,False,220
RT-000969,broadband,Urals,0.702,43,monthly,auto,xdsl,4,True,True,True,True,30
RT-000970,mobile,Central,0.122,63,monthly,card,n/a,1,True,False,False,False,30
RT-000971,mobile,Siberia,0.128,80,monthly,invoice,n/a,4,True,True,True,False,30
RT-000972,mobile,North-West,0.797,57,monthly,invoice,n/a,2,True,True,False,False,30
RT-000973,mobile,Far-East,0.696,26,annual,card,n/a,2,True,False,False,False,315
RT-000974,iptv,North-West,0.711,31,two_year,invoice,n/a,3,True,False,True,False,530
RT-000975,mobile,Far-East,0.703,67,monthly,auto,n/a,1,True,False,False,False,30
RT-000976,broadband,North-Caucasus,0.452,6,monthly,invoice,fiber,4,False,True,True,False,30
RT-000977,mobile,Siberia,0.324,120,monthly,card,n/a,4,True,False,False,False,30
RT-000978,mobile,Volga,0.378,50,monthly,invoice,n/a,2,True,False,False,False,30
RT-000979,mobile,Volga,0.689,12,annual,auto,n/a,2,True,True,False,False,5
RT-000980,mobile,North-West,0.204,27,monthly,invoice,n/a,2,True,True,False,False,30
RT-000981,fixed_voice,North-West,0.666,29,monthly,auto,fiber,2,False,False,False,False,30
RT-000982,iptv,Volga,0.961,7,monthly,auto,n/a,1,False,False,True,False,30
RT-000983,broadband,Volga,0.512,68,two_year,card,copper,2,False,True,False,False,150
RT-000984,mobile,Siberia,0.495,15,annual,auto,n/a,4,True,True,False,False,280
RT-000985,mobile,Far-East,0.356,13,monthly,card,n/a,3,True,True,False,False,30
RT-000986,fixed_voice,Far-East,0.699,47,monthly,card,fiber,3,False,False,False,False,30
RT-000987,mobile,Urals,0.659,17,monthly,invoice,n/a,4,True,False,True,False,30
RT-000988,mobile,North-Caucasus,0.267,36,annual,auto,n/a,1,True,False,False,False,15
RT-000989,mobile,Far-East,0.531,36,monthly,card,n/a,3,True,False,False,False,30
RT-000990,broadband,Volga,0.524,17,monthly,auto,fiber,4,False,True,False,True,30
RT-000991,broadband,Volga,0.245,59,monthly,auto,xdsl,1,False,True,False,False,30
RT-000992,broadband,Volga,0.36,42,annual,card,fiber,3,True,True,True,False,200
RT-000993,broadband,Moscow,0.235,12,monthly,auto,fiber,4,False,True,False,False,30
RT-000994,mobile,North-West,0.187,52,monthly,card,n/a,1,True,False,False,False,30
RT-000995,fixed_voice,North-West,0.634,20,two_year,auto,fiber,1,False,False,False,False,130
RT-000996,mobile,Siberia,0.556,14,monthly,auto,n/a,3,True,True,False,False,30
RT-000997,broadband,Central,0.041,30,annual,card,copper,2,False,True,False,False,195
RT-000998,mobile,Urals,0.561,66,monthly,invoice,n/a,3,True,False,True,False,30
RT-000999,fixed_voice,North-West,0.679,46,monthly,auto,copper,2,False,False,False,False,30
RT-001000,mobile,North-West,0.171,30,annual,auto,n/a,2,True,True,False,False,195
RT-001001,mobile,Moscow,0.566,14,annual,auto,n/a,4,True,True,True,False,310
RT-001002,mobile,Southern,0.97,62,monthly,auto,n/a,4,True,False,False,False,30
RT-001003,mobile,Moscow,0.878,6,annual,auto,n/a,2,True,False,False,False,185
RT-001004,mobile,Central,0.521,11,monthly,card,n/a,3,True,True,False,False,30
RT-001005,broadband,Southern,0.351,35,monthly,invoice,fiber,4,True,True,False,False,30
RT-001006,mobile,Urals,0.486,26,monthly,card,n/a,3,True,True,True,False,30
RT-001007,fixed_voice,Volga,0.196,35,monthly,auto,fiber,1,False,False,False,False,30
RT-001008,mobile,Central,0.848,45,monthly,card,n/a,4,True,False,False,True,30
RT-001009,broadband,Far-East,0.4,41,annual,auto,xdsl,1,False,True,False,False,230
RT-001010,mobile,North-West,0.628,62,annual,card,n/a,3,True,False,True,False,330
RT-001011,broadband,North-West,0.357,25,monthly,invoice,fiber,2,False,True,False,False,30
RT-001012,broadband,Moscow,0.732,20,annual,invoice,fiber,2,False,True,False,False,130
RT-001013,mobile,North-West,0.756,89,monthly,auto,n/a,3,True,False,False,False,30
RT-001014,fixed_voice,Central,0.529,55,monthly,auto,copper,3,False,False,False,False,30
RT-001015,mobile,North-West,0.631,65,annual,auto,n/a,1,True,False,False,False,240
RT-001016,mobile,Saint-Petersburg,0.512,18,monthly,card,n/a,2,True,False,False,False,30
RT-001017,broadband,Saint-Petersburg,0.739,31,annual,invoice,fiber,4,False,True,True,False,165
RT-001018,iptv,Siberia,0.552,20,annual,card,n/a,1,False,False,True,False,130
RT-001019,mobile,Volga,0.327,39,monthly,card,n/a,1,True,False,False,False,30
RT-001020,mobile,Urals,0.384,47,monthly,auto,n/a,1,True,False,False,False,30
RT-001021,iptv,Southern,0.859,34,monthly,card,n/a,2,False,False,True,False,30
RT-001022,broadband,Southern,0.769,32,monthly,invoice,fiber,2,False,True,False,False,30
RT-001023,fixed_voice,Volga,0.559,57,annual,card,copper,3,False,True,False,False,115
RT-001024,mobile,North-West,0.189,24,monthly,auto,n/a,3,True,False,False,False,30
RT-001025,broadband,Central,0.534,57,monthly,card,fiber,2,False,True,False,False,30
RT-001026,mobile,Far-East,0.412,57,annual,auto,n/a,3,True,True,True,False,115
RT-001027,fixed_voice,Volga,0.533,24,monthly,invoice,fiber,2,False,True,False,False,30
RT-001028,mobile,Far-East,0.393,21,two_year,invoice,n/a,3,True,False,False,False,100
RT-001029,broadband,Siberia,0.406,35,annual,card,fiber,2,False,True,False,False,45
RT-001030,mobile,Urals,0.659,5,annual,invoice,n/a,1,True,False,False,False,215
RT-001031,broadband,Far-East,0.45,32,monthly,card,fiber,1,False,True,False,False,30
RT-001032,broadband,Urals,0.249,50,monthly,card,fiber,2,False,True,False,False,30
RT-001033,mobile,Far-East,0.838,65,monthly,card,n/a,4,True,True,False,True,30
RT-001034,iptv,Siberia,0.317,21,monthly,auto,n/a,1,False,False,True,False,30
RT-001035,mobile,Urals,0.368,26,monthly,auto,n/a,2,True,True,False,False,30
RT-001036,broadband,Siberia,0.442,30,annual,card,xdsl,3,True,True,False,False,195
RT-001037,mobile,Far-East,0.359,26,annual,invoice,n/a,2,True,False,False,False,315
RT-001038,mobile,Central,0.506,33,monthly,auto,n/a,1,True,False,False,False,30
RT-001039,mobile,Far-East,0.273,57,monthly,invoice,n/a,4,True,False,True,True,30
RT-001040,mobile,Southern,0.2,6,monthly,auto,n/a,2,True,True,False,False,30
RT-001041,mobile,Saint-Petersburg,0.104,13,monthly,auto,n/a,2,True,False,False,False,30
RT-001042,broadband,Saint-Petersburg,0.17,3,monthly,auto,copper,1,False,True,False,False,30
RT-001043,broadband,Siberia,0.256,42,annual,auto,xdsl,2,False,True,False,False,200
RT-001044,broadband,Far-East,0.383,37,monthly,card,fiber,4,True,True,False,False,30
RT-001045,mobile,Urals,0.159,33,monthly,invoice,n/a,1,True,False,False,False,30
RT-001046,mobile,Urals,0.713,16,annual,invoice,n/a,4,True,True,True,False,250
RT-001047,mobile,Far-East,0.68,94,monthly,auto,n/a,1,True,False,False,False,30
RT-001048,broadband,North-Caucasus,0.162,42,monthly,card,fiber,2,False,True,False,False,30
RT-001049,iptv,Far-East,0.453,37,monthly,auto,n/a,2,False,True,True,False,30
RT-001050,mobile,Saint-Petersburg,0.517,20,monthly,auto,n/a,2,True,False,False,False,30
RT-001051,broadband,Far-East,0.455,8,monthly,auto,xdsl,1,False,True,False,False,30
RT-001052,mobile,Southern,0.302,19,two_year,invoice,n/a,3,True,False,True,False,160
RT-001053,mobile,Siberia,0.842,20,annual,auto,n/a,3,True,False,False,False,130
RT-001054,mobile,Siberia,0.555,74,monthly,card,n/a,2,True,True,False,False,30
RT-001055,mobile,Urals,0.151,23,monthly,auto,n/a,3,True,False,True,False,30
RT-001056,broadband,Far-East,0.404,21,two_year,card,xdsl,2,False,True,False,False,100
RT-001057,iptv,Saint-Petersburg,0.911,23,two_year,card,n/a,1,False,False,True,False,40
RT-001058,mobile,Far-East,0.77,38,monthly,auto,n/a,3,True,True,False,False,30
RT-001059,mobile,North-West,0.577,48,monthly,auto,n/a,2,True,False,False,False,30
RT-001060,broadband,Central,0.019,8,annual,auto,xdsl,2,False,True,False,False,125
RT-001061,fixed_voice,Siberia,0.739,31,monthly,card,xdsl,3,True,False,False,False,30
RT-001062,broadband,North-Caucasus,0.158,12,annual,card,fiber,1,False,True,False,False,5
RT-001063,mobile,Moscow,0.307,48,monthly,invoice,n/a,4,True,False,False,True,30
RT-001064,broadband,North-Caucasus,0.786,27,annual,card,fiber,1,False,True,False,False,285
RT-001065,mobile,North-West,0.727,52,annual,card,n/a,2,True,True,False,False,265
RT-001066,fixed_voice,North-Caucasus,0.35,27,monthly,card,copper,1,False,False,False,False,30
RT-001067,mobile,Moscow,0.295,20,annual,auto,n/a,3,True,True,False,False,130
