customer_id,churn_flag,churn_month,churn_reason
RT-005842,0,,unknown
RT-005843,1,24.0,price
RT-005844,0,,unknown
RT-005845,0,,unknown
RT-005846,0,,unknown
RT-005847,0,,unknown
RT-005848,0,,unknown
RT-005849,0,,unknown
RT-005850,0,,unknown
RT-005851,0,,unknown
RT-005852,0,,unknown
RT-005853,0,,unknown
RT-005854,0,,unknown
RT-005855,0,,unknown
RT-005856,0,,unknown
RT-005857,0,,unknown
RT-005858,0,,unknown
RT-005859,0,,unknown
RT-005860,0,,unknown
RT-005861,0,,unknown
RT-005862,0,,unknown
RT-005863,0,,unknown
RT-005864,0,,unknown
RT-005865,0,,unknown
RT-005866,0,,unknown
RT-005867,0,,unknown
RT-005868,0,,unknown
RT-005869,0,,unknown
RT-005870,0,,unknown
RT-005871,0,,unknown
RT-005872,0,,unknown
RT-005873,0,,unknown
RT-005874,0,,unknown
RT-005875,0,,unknown
RT-005876,0,,unknown
RT-005877,0,,unknown
RT-005878,0,,unknown
RT-005879,0,,unknown
RT-005880,0,,unknown
RT-005881,0,,unknown
RT-005882,0,,unknown
RT-005883,0,,unknown
RT-005884,0,,unknown
RT-005885,0,,unknown
RT-005886,0,,unknown
RT-005887,0,,unknown
RT-005888,0,,unknown
RT-005889,0,,unknown
RT-005890,0,,unknown
RT-005891,1,22.0,tech_migration
RT-005892,0,,unknown
RT-005893,0,,unknown
RT-005894,0,,unknown
RT-005895,0,,unknown
RT-005896,0,,unknown
RT-005897,0,,unknown
RT-005898,0,,unknown
RT-005899,0,,unknown
RT-005900,0,,unknown
RT-005901,0,,unknown
RT-005902,1,24.0,unknown
RT-005903,0,,unknown
RT-005904,0,,unknown
RT-005905,0,,unknown
RT-005906,1,20.0,unknown
RT-005907,0,,unknown
RT-005908,0,,unknown
RT-005909,0,,unknown
RT-005910,0,,unknown
RT-005911,0,,unknown
RT-005912,0,,unknown
RT-005913,0,,unknown
RT-005914,0,,unknown
RT-005915,0,,unknown
RT-005916,0,,unknown
RT-005917,0,,unknown
RT-005918,0,,unknown
RT-005919,0,,unknown
RT-005920,0,,unknown
RT-005921,0,,unknown
RT-005922,1,21.0,unknown
RT-005923,0,,unknown
RT-005924,0,,unknown
RT-005925,0,,unknown
RT-005926,0,,unknown
RT-005927,0,,unknown
RT-005928,0,,unknown
RT-005929,0,,unknown
RT-005930,0,,unknown
RT-005931,0,,unknown
RT-005932,0,,unknown
RT-005933,0,,unknown
RT-005934,0,,unknown
RT-005935,0,,unknown
RT-005936,0,,unknown
RT-005937,0,,unknown
RT-005938,0,,unknown
RT-005939,0,,unknown
RT-005940,0,,unknown
RT-005941,0,,unknown
RT-005942,0,,unknown
RT-005943,0,,unknown
RT-005944,0,,unknown
RT-005945,0,,unknown
RT-005946,0,,unknown
RT-005947,0,,unknown
RT-005948,0,,unknown
RT-005949,0,,unknown
RT-005950,0,,unknown
RT-005951,0,,unknown
RT-005952,0,,unknown
RT-005953,0,,unknown
RT-005954,0,,unknown
RT-005955,0,,unknown
RT-005956,0,,unknown
RT-005957,0,,unknown
RT-005958,1,24.0,competitor
RT-005959,1,22.0,tech_migration
RT-005960,0,,unknown
RT-005961,0,,unknown
RT-005962,0,,unknown
RT-005963,0,,unknown
RT-005964,0,,unknown
RT-005965,0,,unknown
RT-005966,0,,unknown
RT-005967,0,,unknown
RT-005968,0,,unknown
RT-005969,0,,unknown
RT-005970,0,,unknown
RT-005971,0,,unknown
RT-005972,0,,unknown
RT-005973,1,24.0,quality
RT-005974,0,,unknown
RT-005975,1,20.0,tech_migration
RT-005976,0,,unknown
RT-005977,0,,unknown
RT-005978,0,,unknown
RT-005979,0,,unknown
RT-005980,0,,unknown
RT-005981,0,,unknown
RT-005982,0,,unknown
RT-005983,0,,unknown
RT-005984,0,,unknown
RT-005985,0,,unknown
RT-005986,1,24.0,quality
RT-005987,0,,unknown
RT-005988,0,,unknown
RT-005989,0,,unknown
RT-005990,0,,unknown
RT-005991,0,,unknown
RT-005992,0,,unknown
RT-005993,0,,unknown
RT-005994,0,,unknown
RT-005995,0,,unknown
RT-005996,0,,unknown
RT-005997,0,,unknown
RT-005998,0,,unknown
RT-005999,0,,unknown
RT-006000,0,,unknown
RT-006001,0,,unknown
RT-006002,0,,unknown
RT-006003,0,,unknown
RT-006004,0,,unknown
RT-006005,0,,unknown
RT-006006,0,,unknown
RT-006007,0,,unknown
RT-006008,0,,unknown
RT-006009,0,,unknown
RT-006010,0,,unknown
RT-006011,0,,unknown
RT-006012,0,,unknown
RT-006013,0,,unknown
RT-006014,0,,unknown
RT-006015,0,,unknown
RT-006016,0,,unknown
RT-006017,0,,unknown
RT-006018,0,,unknown
RT-006019,0,,unknown
RT-006020,0,,unknown
RT-006021,0,,unknown
RT-006022,0,,unknown
RT-006023,0,,unknown
RT-006024,0,,unknown
RT-006025,0,,unknown
RT-006026,1,23.0,unknown
RT-006027,0,,unknown
RT-006028,0,,unknown
RT-006029,0,,unknown
RT-006030,0,,unknown
RT-006031,0,,unknown
RT-006032,0,,unknown
RT-006033,0,,unknown
RT-006034,0,,unknown
RT-006035,1,24.0,tech_migration
RT-006036,0,,unknown
RT-006037,0,,unknown
RT-006038,1,19.0,competitor
RT-006039,0,,unknown
RT-006040,0,,unknown
RT-006041,0,,unknown
RT-006042,0,,unknown
RT-006043,0,,unknown
RT-006044,0,,unknown
RT-006045,0,,unknown
RT-006046,0,,unknown
RT-006047,0,,unknown
RT-006048,0,,unknown
RT-006049,1,24.0,price
RT-006050,0,,unknown
RT-006051,0,,unknown
RT-006052,0,,unknown
RT-006053,1,24.0,unknown
RT-006054,0,,unknown
RT-006055,0,,unknown
RT-006056,1,24.0,unknown
RT-006057,0,,unknown
RT-006058,0,,unknown
RT-006059,0,,unknown
RT-006060,0,,unknown
RT-006061,0,,unknown
RT-006062,0,,unknown
RT-006063,0,,unknown
RT-006064,0,,unknown
RT-006065,0,,unknown
RT-006066,0,,unknown
RT-006067,0,,unknown
RT-006068,0,,unknown
RT-006069,0,,unknown
RT-006070,0,,unknown
RT-006071,0,,unknown
RT-006072,0,,unknown
RT-006073,0,,unknown
RT-006074,0,,unknown
RT-006075,0,,unknown
RT-006076,0,,unknown
RT-006077,0,,unknown
RT-006078,0,,unknown
RT-006079,0,,unknown
RT-006080,0,,unknown
RT-006081,0,,unknown
RT-006082,0,,unknown
RT-006083,0,,unknown
RT-006084,1,22.0,unknown
RT-006085,0,,unknown
RT-006086,0,,unknown
RT-006087,1,19.0,price
RT-006088,0,,unknown
RT-006089,0,,unknown
RT-006090,0,,unknown
RT-006091,0,,unknown
RT-006092,0,,unknown
RT-006093,0,,unknown
RT-006094,0,,unknown
RT-006095,0,,unknown
RT-006096,0,,unknown
RT-006097,0,,unknown
RT-006098,0,,unknown
RT-006099,0,,unknown
RT-006100,0,,unknown
RT-006101,0,,unknown
RT-006102,1,24.0,competitor
RT-006103,1,19.0,price
RT-006104,0,,unknown
RT-006105,0,,unknown
RT-006106,0,,unknown
RT-006107,1,20.0,tech_migration
RT-006108,1,20.0,unknown
RT-006109,0,,unknown
RT-006110,0,,unknown
RT-006111,0,,unknown
RT-006112,0,,unknown
RT-006113,0,,unknown
RT-006114,0,,unknown
RT-006115,1,19.0,unknown
RT-006116,0,,unknown
RT-006117,0,,unknown
RT-006118,0,,unknown
RT-006119,0,,unknown
RT-006120,0,,unknown
RT-006121,0,,unknown
RT-006122,0,,unknown
RT-006123,0,,unknown
RT-006124,0,,unknown
RT-006125,0,,unknown
RT-006126,0,,unknown
RT-006127,0,,unknown
RT-006128,0,,unknown
RT-006129,1,24.0,price
RT-006130,0,,unknown
RT-006131,0,,unknown
RT-006132,0,,unknown
RT-006133,1,20.0,tech_migration
RT-006134,0,,unknown
RT-006135,0,,unknown
RT-006136,0,,unknown
RT-006137,0,,unknown
RT-006138,0,,unknown
RT-006139,0,,unknown
RT-006140,0,,unknown
RT-006141,0,,unknown
RT-006142,0,,unknown
RT-006143,0,,unknown
RT-006144,0,,unknown
RT-006145,0,,unknown
RT-006146,0,,unknown
RT-006147,0,,unknown
RT-006148,0,,unknown
RT-006149,1,22.0,unknown
RT-006150,0,,unknown
RT-006151,0,,unknown
RT-006152,0,,unknown
RT-006153,0,,unknown
RT-006154,0,,unknown
RT-006155,0,,unknown
RT-006156,0,,unknown
RT-006157,0,,unknown
RT-006158,0,,unknown
RT-006159,1,19.0,price
RT-006160,0,,unknown
RT-006161,0,,unknown
RT-006162,0,,unknown
RT-006163,0,,unknown
RT-006164,0,,unknown
RT-006165,0,,unknown
RT-006166,0,,unknown
RT-006167,0,,unknown
RT-006168,0,,unknown
RT-006169,0,,unknown
RT-006170,0,,unknown
RT-006171,0,,unknown
RT-006172,0,,unknown
RT-006173,0,,unknown
RT-006174,0,,unknown
RT-006175,0,,unknown
RT-006176,0,,unknown
RT-006177,0,,unknown
RT-006178,0,,unknown
RT-006179,0,,unknown
RT-006180,0,,unknown
RT-006181,0,,unknown
RT-006182,0,,unknown
RT-006183,1,23.0,competitor
RT-006184,0,,unknown
RT-006185,0,,unknown
RT-006186,0,,unknown
RT-006187,0,,unknown
RT-006188,0,,unknown
RT-006189,0,,unknown
RT-006190,0,,unknown
RT-006191,0,,unknown
RT-006192,0,,unknown
RT-006193,0,,unknown
RT-006194,0,,unknown
RT-006195,0,,unknown
RT-006196,0,,unknown
RT-006197,0,,unknown
RT-006198,0,,unknown
RT-006199,0,,unknown
RT-006200,0,,unknown
RT-006201,0,,unknown
RT-006202,0,,unknown
RT-006203,0,,unknown
RT-006204,0,,unknown
RT-006205,0,,unknown
RT-006206,0,,unknown
RT-006207,0,,unknown
RT-006208,1,23.0,price
RT-006209,0,,unknown
RT-006210,0,,unknown
RT-006211,1,24.0,competitor
RT-006212,0,,unknown
RT-006213,0,,unknown
RT-006214,0,,unknown
RT-006215,0,,unknown
RT-006216,0,,unknown
RT-006217,0,,unknown
RT-006218,0,,unknown
RT-006219,0,,unknown
RT-006220,0,,unknown
RT-006221,0,,unknown
RT-006222,0,,unknown
RT-006223,0,,unknown
RT-006224,0,,unknown
RT-006225,0,,unknown
RT-006226,0,,unknown
RT-006227,0,,unknown
RT-006228,0,,unknown
RT-006229,1,24.0,unknown
RT-006230,0,,unknown
RT-006231,0,,unknown
RT-006232,0,,unknown
RT-006233,0,,unknown
RT-006234,0,,unknown
RT-006235,1,24.0,unknown
RT-006236,0,,unknown
RT-006237,1,22.0,price
RT-006238,0,,unknown
RT-006239,0,,unknown
RT-006240,0,,unknown
RT-006241,0,,unknown
RT-006242,0,,unknown
RT-006243,0,,unknown
RT-006244,0,,unknown
RT-006245,0,,unknown
RT-006246,0,,unknown
RT-006247,0,,unknown
RT-006248,0,,unknown
RT-006249,0,,unknown
RT-006250,0,,unknown
RT-006251,0,,unknown
RT-006252,0,,unknown
RT-006253,0,,unknown
RT-006254,0,,unknown
RT-006255,0,,unknown
RT-006256,0,,unknown
RT-006257,0,,unknown
RT-006258,0,,unknown
RT-006259,0,,unknown
RT-006260,0,,unknown
RT-006261,0,,unknown
RT-006262,0,,unknown
RT-006263,0,,unknown
RT-006264,0,,unknown
RT-006265,0,,unknown
RT-006266,0,,unknown
RT-006267,0,,unknown
RT-006268,1,19.0,quality
RT-006269,0,,unknown
RT-006270,0,,unknown
RT-006271,0,,unknown
RT-006272,0,,unknown
RT-006273,0,,unknown
RT-006274,0,,unknown
RT-006275,0,,unknown
RT-006276,0,,unknown
RT-006277,0,,unknown
RT-006278,0,,unknown
RT-006279,0,,unknown
RT-006280,0,,unknown
RT-006281,1,19.0,tech_migration
RT-006282,0,,unknown
RT-006283,0,,unknown
RT-006284,0,,unknown
RT-006285,0,,unknown
RT-006286,0,,unknown
RT-006287,0,,unknown
RT-006288,0,,unknown
RT-006289,0,,unknown
RT-006290,0,,unknown
RT-006291,0,,unknown
RT-006292,0,,unknown
RT-006293,0,,unknown
RT-006294,0,,unknown
RT-006295,0,,unknown
RT-006296,0,,unknown
RT-006297,0,,unknown
RT-006298,0,,unknown
RT-006299,0,,unknown
RT-006300,1,21.0,tech_migration
RT-006301,0,,unknown
RT-006302,0,,unknown
RT-006303,0,,unknown
RT-006304,0,,unknown
RT-006305,0,,unknown
RT-006306,0,,unknown
RT-006307,0,,unknown
RT-006308,0,,unknown
RT-006309,0,,unknown
RT-006310,0,,unknown
RT-006311,1,22.0,quality
RT-006312,0,,unknown
RT-006313,0,,unknown
RT-006314,0,,unknown
RT-006315,0,,unknown
RT-006316,0,,unknown
RT-006317,0,,unknown
RT-006318,0,,unknown
RT-006319,0,,unknown
RT-006320,0,,unknown
RT-006321,0,,unknown
RT-006322,0,,unknown
RT-006323,0,,unknown
RT-006324,0,,unknown
RT-006325,0,,unknown
RT-006326,0,,unknown
RT-006327,0,,unknown
RT-006328,0,,unknown
RT-006329,0,,unknown
RT-006330,1,19.0,quality
RT-006331,0,,unknown
RT-006332,0,,unknown
RT-006333,0,,unknown
RT-006334,0,,unknown
RT-006335,0,,unknown
RT-006336,0,,unknown
RT-006337,0,,unknown
RT-006338,0,,unknown
RT-006339,0,,unknown
RT-006340,0,,unknown
RT-006341,1,22.0,price
RT-006342,0,,unknown
RT-006343,0,,unknown
RT-006344,0,,unknown
RT-006345,0,,unknown
RT-006346,0,,unknown
RT-006347,0,,unknown
RT-006348,0,,unknown
RT-006349,0,,unknown
RT-006350,0,,unknown
RT-006351,0,,unknown
RT-006352,1,21.0,unknown
RT-006353,0,,unknown
RT-006354,0,,unknown
RT-006355,0,,unknown
RT-006356,0,,unknown
RT-006357,0,,unknown
RT-006358,0,,unknown
RT-006359,0,,unknown
RT-006360,0,,unknown
RT-006361,0,,unknown
RT-006362,1,24.0,competitor
RT-006363,0,,unknown
RT-006364,0,,unknown
RT-006365,0,,unknown
RT-006366,0,,unknown
RT-006367,0,,unknown
RT-006368,0,,unknown
RT-006369,1,19.0,tech_migration
RT-006370,0,,unknown
RT-006371,0,,unknown
RT-006372,1,23.0,quality
RT-006373,0,,unknown
RT-006374,0,,unknown
RT-006375,1,23.0,price
RT-006376,0,,unknown
RT-006377,0,,unknown
RT-006378,0,,unknown
RT-006379,0,,unknown
RT-006380,0,,unknown
RT-006381,0,,unknown
RT-006382,0,,unknown
RT-006383,0,,unknown
RT-006384,0,,unknown
RT-006385,0,,unknown
RT-006386,0,,unknown
RT-006387,0,,unknown
RT-006388,0,,unknown
RT-006389,0,,unknown
RT-006390,0,,unknown
RT-006391,1,19.0,price
RT-006392,0,,unknown
RT-006393,0,,unknown
RT-006394,0,,unknown
RT-006395,1,19.0,tech_migration
RT-006396,0,,unknown
RT-006397,0,,unknown
RT-006398,0,,unknown
RT-006399,0,,unknown
RT-006400,0,,unknown
RT-006401,0,,unknown
RT-006402,0,,unknown
RT-006403,0,,unknown
RT-006404,0,,unknown
RT-006405,0,,unknown
RT-006406,0,,unknown
RT-006407,0,,unknown
RT-006408,0,,unknown
RT-006409,0,,unknown
RT-006410,0,,unknown
RT-006411,0,,unknown
RT-006412,0,,unknown
RT-006413,0,,unknown
RT-006414,0,,unknown
RT-006415,0,,unknown
RT-006416,0,,unknown
RT-006417,0,,unknown
RT-006418,0,,unknown
RT-006419,0,,unknown
RT-006420,0,,unknown
RT-006421,0,,unknown
RT-006422,0,,unknown
RT-006423,0,,unknown
RT-006424,0,,unknown
RT-006425,0,,unknown
RT-006426,0,,unknown
RT-006427,0,,unknown
RT-006428,0,,unknown
RT-006429,0,,unknown
RT-006430,0,,unknown
RT-006431,0,,unknown
RT-006432,1,20.0,unknown
RT-006433,0,,unknown
RT-006434,0,,unknown
RT-006435,0,,unknown
RT-006436,0,,unknown
RT-006437,0,,unknown
RT-006438,0,,unknown
RT-006439,0,,unknown
RT-006440,0,,unknown
RT-006441,0,,unknown
RT-006442,0,,unknown
RT-006443,1,24.0,price
RT-006444,0,,unknown
RT-006445,0,,unknown
RT-006446,0,,unknown
RT-006447,0,,unknown
RT-006448,0,,unknown
RT-006449,0,,unknown
RT-006450,0,,unknown
RT-006451,0,,unknown
RT-006452,0,,unknown
RT-006453,0,,unknown
RT-006454,0,,unknown
RT-006455,0,,unknown
RT-006456,0,,unknown
RT-006457,0,,unknown
RT-006458,0,,unknown
RT-006459,0,,unknown
RT-006460,0,,unknown
RT-006461,0,,unknown
RT-006462,0,,unknown
RT-006463,1,19.0,tech_migration
RT-006464,0,,unknown
RT-006465,1,20.0,unknown
RT-006466,0,,unknown
RT-006467,0,,unknown
RT-006468,0,,unknown
RT-006469,0,,unknown
RT-006470,0,,unknown
RT-006471,1,24.0,quality
RT-006472,0,,unknown
RT-006473,0,,unknown
RT-006474,0,,unknown
RT-006475,0,,unknown
RT-006476,0,,unknown
RT-006477,1,21.0,unknown
RT-006478,0,,unknown
RT-006479,0,,unknown
RT-006480,0,,unknown
RT-006481,1,23.0,competitor
RT-006482,0,,unknown
RT-006483,0,,unknown
RT-006484,0,,unknown
RT-006485,0,,unknown
RT-006486,0,,unknown
RT-006487,0,,unknown
RT-006488,1,20.0,price
RT-006489,0,,unknown
RT-006490,0,,unknown
RT-006491,0,,unknown
RT-006492,0,,unknown
RT-006493,0,,unknown
RT-006494,0,,unknown
RT-006495,0,,unknown
RT-006496,0,,unknown
RT-006497,0,,unknown
RT-006498,0,,unknown
RT-006499,0,,unknown
RT-006500,0,,unknown
RT-006501,0,,unknown
RT-006502,0,,unknown
RT-006503,0,,unknown
RT-006504,0,,unknown
RT-006505,0,,unknown
RT-006506,0,,unknown
RT-006507,0,,unknown
RT-006508,0,,unknown
RT-006509,0,,unknown
RT-006510,0,,unknown
RT-006511,0,,unknown
RT-006512,0,,unknown
RT-006513,0,,unknown
RT-006514,0,,unknown
RT-006515,0,,unknown
RT-006516,0,,unknown
RT-006517,0,,unknown
RT-006518,0,,unknown
RT-006519,0,,unknown
RT-006520,1,19.0,price
RT-006521,0,,unknown
RT-006522,0,,unknown
RT-006523,0,,unknown
RT-006524,1,24.0,price
RT-006525,0,,unknown
RT-006526,0,,unknown
RT-006527,0,,unknown
RT-006528,0,,unknown
RT-006529,0,,unknown
RT-006530,0,,unknown
RT-006531,0,,unknown
RT-006532,0,,unknown
RT-006533,0,,unknown
RT-006534,0,,unknown
RT-006535,0,,unknown
RT-006536,0,,unknown
RT-006537,0,,unknown
RT-006538,0,,unknown
RT-006539,0,,unknown
RT-006540,0,,unknown
RT-006541,0,,unknown
RT-006542,0,,unknown
RT-006543,0,,unknown
RT-006544,0,,unknown
RT-006545,0,,unknown
RT-006546,0,,unknown
RT-006547,0,,unknown
RT-006548,0,,unknown
RT-006549,0,,unknown
RT-006550,0,,unknown
RT-006551,0,,unknown
RT-006552,1,21.0,quality
RT-006553,0,,unknown
RT-006554,0,,unknown
RT-006555,0,,unknown
RT-006556,0,,unknown
RT-006557,0,,unknown
RT-006558,0,,unknown
RT-006559,0,,unknown
RT-006560,0,,unknown
RT-006561,0,,unknown
RT-006562,0,,unknown
RT-006563,0,,unknown
RT-006564,0,,unknown
RT-006565,0,,unknown
RT-006566,0,,unknown
RT-006567,0,,unknown
RT-006568,0,,unknown
RT-006569,0,,unknown
RT-006570,0,,unknown
RT-006571,0,,unknown
RT-006572,0,,unknown
RT-006573,0,,unknown
RT-006574,0,,unknown
RT-006575,0,,unknown
RT-006576,0,,unknown
RT-006577,0,,unknown
RT-006578,0,,unknown
RT-006579,0,,unknown
RT-006580,0,,unknown
RT-006581,0,,unknown
RT-006582,0,,unknown
RT-006583,0,,unknown
RT-006584,0,,unknown
RT-006585,0,,unknown
RT-006586,0,,unknown
RT-006587,0,,unknown
RT-006588,0,,unknown
RT-006589,0,,unknown
RT-006590,0,,unknown
RT-006591,0,,unknown
RT-006592,0,,unknown
RT-006593,0,,unknown
RT-006594,0,,unknown
RT-006595,0,,unknown
RT-006596,0,,unknown
RT-006597,0,,unknown
RT-006598,0,,unknown
RT-006599,0,,unknown
RT-006600,0,,unknown
RT-006601,0,,unknown
RT-006602,0,,unknown
RT-006603,1,21.0,unknown
RT-006604,0,,unknown
RT-006605,0,,unknown
RT-006606,0,,unknown
RT-006607,0,,unknown
RT-006608,0,,unknown
RT-006609,0,,unknown
RT-006610,0,,unknown
RT-006611,0,,unknown
RT-006612,0,,unknown
RT-006613,0,,unknown
RT-006614,0,,unknown
RT-006615,0,,unknown
RT-006616,0,,unknown
RT-006617,0,,unknown
RT-006618,0,,unknown
RT-006619,0,,unknown
RT-006620,1,21.0,price
RT-006621,0,,unknown
RT-006622,0,,unknown
RT-006623,0,,unknown
RT-006624,0,,unknown
RT-006625,0,,unknown
RT-006626,0,,unknown
RT-006627,0,,unknown
RT-006628,0,,unknown
RT-006629,0,,unknown
RT-006630,0,,unknown
RT-006631,0,,unknown
RT-006632,0,,unknown
RT-006633,0,,unknown
RT-006634,1,22.0,tech_migration
RT-006635,0,,unknown
RT-006636,0,,unknown
RT-006637,0,,unknown
RT-006638,0,,unknown
RT-006639,0,,unknown
RT-006640,0,,unknown
RT-006641,0,,unknown
RT-006642,1,22.0,unknown
RT-006643,0,,unknown
RT-006644,0,,unknown
RT-006645,0,,unknown
RT-006646,0,,unknown
RT-006647,0,,unknown
RT-006648,0,,unknown
RT-006649,0,,unknown
RT-006650,0,,unknown
RT-006651,0,,unknown
RT-006652,0,,unknown
RT-006653,0,,unknown
RT-006654,0,,unknown
RT-006655,0,,unknown
RT-006656,0,,unknown
RT-006657,0,,unknown
RT-006658,0,,unknown
RT-006659,1,20.0,tech_migration
RT-006660,1,20.0,price
RT-006661,0,,unknown
RT-006662,0,,unknown
RT-006663,0,,unknown
RT-006664,0,,unknown
RT-006665,0,,unknown
RT-006666,0,,unknown
RT-006667,0,,unknown
RT-006668,0,,unknown
RT-006669,0,,unknown
RT-006670,0,,unknown
RT-006671,0,,unknown
RT-006672,0,,unknown
RT-006673,0,,unknown
RT-006674,0,,unknown
RT-006675,0,,unknown
RT-006676,1,21.0,unknown
RT-006677,0,,unknown
RT-006678,0,,unknown
RT-006679,1,24.0,unknown
RT-006680,0,,unknown
RT-006681,0,,unknown
RT-006682,0,,unknown
RT-006683,0,,unknown
RT-006684,0,,unknown
RT-006685,0,,unknown
RT-006686,0,,unknown
RT-006687,0,,unknown
RT-006688,0,,unknown
RT-006689,0,,unknown
RT-006690,0,,unknown
RT-006691,0,,unknown
RT-006692,0,,unknown
RT-006693,0,,unknown
RT-006694,0,,unknown
RT-006695,0,,unknown
RT-006696,0,,unknown
RT-006697,0,,unknown
RT-006698,0,,unknown
RT-006699,1,21.0,tech_migration
RT-006700,0,,unknown
RT-006701,0,,unknown
RT-006702,0,,unknown
RT-006703,0,,unknown
RT-006704,0,,unknown
RT-006705,0,,unknown
RT-006706,0,,unknown
RT-006707,0,,unknown
RT-006708,0,,unknown
RT-006709,0,,unknown
RT-006710,0,,unknown
RT-006711,0,,unknown
RT-006712,0,,unknown
RT-006713,1,19.0,competitor
RT-006714,0,,unknown
RT-006715,0,,unknown
RT-006716,0,,unknown
RT-006717,0,,unknown
RT-006718,0,,unknown
RT-006719,1,22.0,quality
RT-006720,0,,unknown
RT-006721,0,,unknown
RT-006722,0,,unknown
RT-006723,0,,unknown
RT-006724,0,,unknown
RT-006725,0,,unknown
RT-006726,1,24.0,unknown
RT-006727,1,19.0,competitor
RT-006728,0,,unknown
RT-006729,0,,unknown
RT-006730,0,,unknown
RT-006731,0,,unknown
RT-006732,1,24.0,unknown
RT-006733,0,,unknown
RT-006734,0,,unknown
RT-006735,0,,unknown
RT-006736,0,,unknown
RT-006737,0,,unknown
RT-006738,0,,unknown
RT-006739,0,,unknown
RT-006740,0,,unknown
RT-006741,0,,unknown
RT-006742,0,,unknown
RT-006743,0,,unknown
RT-006744,0,,unknown
RT-006745,0,,unknown
RT-006746,0,,unknown
RT-006747,0,,unknown
RT-006748,0,,unknown
RT-006749,0,,unknown
RT-006750,0,,unknown
RT-006751,0,,unknown
RT-006752,0,,unknown
RT-006753,0,,unknown
RT-006754,0,,unknown
RT-006755,0,,unknown
RT-006756,0,,unknown
RT-006757,0,,unknown
RT-006758,0,,unknown
RT-006759,1,20.0,price
RT-006760,0,,unknown
RT-006761,0,,unknown
RT-006762,0,,unknown
RT-006763,0,,unknown
RT-006764,0,,unknown
RT-006765,0,,unknown
RT-006766,0,,unknown
RT-006767,0,,unknown
RT-006768,0,,unknown
RT-006769,0,,unknown
RT-006770,0,,unknown
RT-006771,0,,unknown
RT-006772,0,,unknown
RT-006773,0,,unknown
RT-006774,0,,unknown
RT-006775,0,,unknown
RT-006776,0,,unknown
RT-006777,0,,unknown
RT-006778,1,19.0,competitor
RT-006779,0,,unknown
RT-006780,0,,unknown
RT-006781,0,,unknown
RT-006782,0,,unknown
RT-006783,0,,unknown
RT-006784,0,,unknown
RT-006785,0,,unknown
RT-006786,0,,unknown
RT-006787,0,,unknown
RT-006788,0,,unknown
RT-006789,0,,unknown
RT-006790,0,,unknown
RT-006791,0,,unknown
RT-006792,0,,unknown
RT-006793,1,24.0,quality
RT-006794,0,,unknown
RT-006795,0,,unknown
RT-006796,0,,unknown
RT-006797,0,,unknown
RT-006798,0,,unknown
RT-006799,0,,unknown
RT-006800,0,,unknown
RT-006801,0,,unknown
RT-006802,0,,unknown
RT-006803,0,,unknown
RT-006804,0,,unknown
RT-006805,0,,unknown
RT-006806,0,,unknown
RT-006807,0,,unknown
RT-006808,0,,unknown
RT-006809,0,,unknown
RT-006810,0,,unknown
RT-006811,0,,unknown
RT-006812,0,,unknown
RT-006813,0,,unknown
RT-006814,0,,unknown
RT-006815,0,,unknown
RT-006816,0,,unknown
RT-006817,0,,unknown
RT-006818,0,,unknown
RT-006819,0,,unknown
RT-006820,0,,unknown
RT-006821,1,23.0,quality
RT-006822,0,,unknown
RT-006823,0,,unknown
RT-006824,0,,unknown
RT-006825,0,,unknown
RT-006826,0,,unknown
RT-006827,0,,unknown
RT-006828,0,,unknown
RT-006829,1,24.0,tech_migration
RT-006830,0,,unknown
RT-006831,0,,unknown
RT-006832,0,,unknown
RT-006833,0,,unknown
RT-006834,0,,unknown
RT-006835,0,,unknown
RT-006836,0,,unknown
RT-006837,0,,unknown
RT-006838,0,,unknown
RT-006839,0,,unknown
RT-006840,1,20.0,price
RT-006841,0,,unknown
RT-006842,0,,unknown
RT-006843,0,,unknown
RT-006844,0,,unknown
RT-006845,0,,unknown
RT-006846,0,,unknown
RT-006847,1,23.0,unknown
RT-006848,0,,unknown
RT-006849,0,,unknown
RT-006850,1,21.0,tech_migration
RT-006851,0,,unknown
RT-006852,0,,unknown
RT-006853,0,,unknown
RT-006854,0,,unknown
RT-006855,0,,unknown
RT-006856,0,,unknown
RT-006857,0,,unknown
RT-006858,0,,unknown
RT-006859,0,,unknown
RT-006860,1,24.0,unknown
RT-006861,0,,unknown
RT-006862,0,,unknown
RT-006863,0,,unknown
RT-006864,0,,unknown
RT-006865,0,,unknown
RT-006866,0,,unknown
RT-006867,1,24.0,price
RT-006868,0,,unknown
RT-006869,0,,unknown
RT-006870,0,,unknown
RT-006871,0,,unknown
RT-006872,0,,unknown
RT-006873,0,,unknown
RT-006874,0,,unknown
RT-006875,0,,unknown
RT-006876,0,,unknown
RT-006877,0,,unknown
RT-006878,0,,unknown
RT-006879,0,,unknown
RT-006880,0,,unknown
RT-006881,0,,unknown
RT-006882,1,22.0,tech_migration
RT-006883,0,,unknown
RT-006884,0,,unknown
RT-006885,0,,unknown
RT-006886,1,24.0,tech_migration
RT-006887,0,,unknown
RT-006888,0,,unknown
RT-006889,0,,unknown
RT-006890,0,,unknown
RT-006891,0,,unknown
RT-006892,0,,unknown
RT-006893,0,,unknown
RT-006894,0,,unknown
RT-006895,0,,unknown
RT-006896,0,,unknown
RT-006897,0,,unknown
RT-006898,0,,unknown
