customer_id,business_line,region,competition_index,tenure_months,contract_type,payment_method,tech_type,n_products,has_mobile,has_broadband,has_iptv,has_pbx,days_to_contract_end,churn_flag,churn_month,usage_mean_6m,usage_last3m,usage_prior3m,tickets_6m,unresolved_6m,tickets_12m,bill_mean_6m,bill_std_6m,bill_last,bill_first,late_payments_6m,outage_mean_6m,promo_months,usage_decline_3m,bill_increase_pct
RT-000489,broadband,Far-East,0.673,50,monthly,auto,xdsl,3,False,True,False,False,30,0,,38.49777777777778,35.06666666666666,29.276666666666667,1,0,3,372.6838888888889,99.19075076300263,496.31,407.99,1,1.60375,1,0.0,0.2164758940170102
RT-000490,broadband,North-Caucasus,0.56,6,monthly,auto,xdsl,3,True,True,False,False,30,1,22.0,45.89222222222222,43.27,50.45333333333334,1,0,1,380.70166666666665,83.34859900371663,482.07,255.02,1,1.1847058823529413,1,0.14237579281183937,0.8903223276605755
RT-000491,broadband,Urals,0.823,48,annual,card,fiber,2,False,True,False,False,20,0,,45.666666666666664,33.93333333333333,38.916666666666664,1,0,3,384.97444444444443,79.93108202196824,385.55,418.58,1,2.0526666666666666,2,0.12805139186295506,-0.07890964690142857
RT-000492,broadband,Saint-Petersburg,0.319,33,monthly,invoice,xdsl,2,False,True,False,False,30,0,,45.11055555555556,48.35999999999999,41.199999999999996,1,0,4,360.3388888888889,93.84799824803616,308.16,295.33,1,1.6805882352941177,4,0.0,0.04344292824975465
RT-000493,broadband,Urals,0.545,42,annual,auto,copper,2,False,True,False,False,200,0,,47.94611111111111,49.449999999999996,55.61333333333334,1,0,3,357.02833333333336,104.03625845602778,440.05,348.0,1,1.9416666666666669,3,0.11082474226804137,0.26451149425287357
RT-000494,mobile,Volga,0.502,56,monthly,auto,n/a,4,True,False,True,True,30,0,,42.16111111111111,34.17666666666667,36.736666666666665,0,0,2,413.9294444444444,79.43677156168792,397.39,448.81,0,2.5888235294117647,1,0.06968514653842652,-0.11456963971391015
RT-000495,broadband,Southern,0.896,28,annual,card,copper,2,False,True,False,False,255,0,,40.64888888888889,32.73,30.790000000000003,1,0,1,342.9661111111111,94.44201178431811,314.87,367.96,0,1.5066666666666666,2,0.0,-0.1442819871725187
RT-000496,mobile,Southern,0.619,4,annual,invoice,n/a,2,True,True,False,False,245,0,,48.54777777777778,32.24333333333333,47.14666666666667,3,0,5,510.19888888888886,149.30756333582383,533.21,271.88,0,2.4113333333333333,2,0.3161057692307693,0.9611961159335003
RT-000497,mobile,Far-East,0.508,23,annual,card,n/a,3,True,False,True,False,40,1,21.0,46.462222222222216,52.98666666666666,36.25333333333333,3,0,6,626.4055555555556,168.7396031558763,578.05,947.81,2,1.2364285714285714,1,0.0,-0.3901203827771389
RT-000498,broadband,North-West,0.359,20,monthly,invoice,fiber,1,False,True,False,False,30,0,,33.54055555555556,17.06,57.84666666666667,0,0,1,283.8938888888889,41.422718281992076,222.97,253.19,0,1.7537500000000001,1,0.7050824017517576,-0.11935700462103559
RT-000499,mobile,North-Caucasus,0.877,27,annual,auto,n/a,1,True,False,False,False,285,0,,62.516666666666666,58.81666666666666,56.78666666666667,0,0,1,630.09,157.1503255971623,574.38,599.83,0,1.9342857142857142,3,0.0,-0.04242868812830309
RT-000500,mobile,Southern,0.575,16,two_year,auto,n/a,2,True,False,False,False,250,0,,45.913333333333334,61.346666666666664,55.81333333333333,1,0,2,447.36,100.62601043701667,365.67,454.5,0,1.5647058823529412,3,0.0,-0.1954455445544554
RT-000501,broadband,Urals,0.485,55,monthly,auto,fiber,2,False,True,False,False,30,0,,56.77333333333334,28.53333333333333,57.1,0,0,5,495.89000000000004,95.66415230008631,387.3,550.78,1,1.7835294117647058,2,0.5002918855808524,-0.2968154253967101
RT-000502,iptv,North-Caucasus,0.53,35,two_year,auto,n/a,2,False,True,True,False,410,0,,57.61833333333334,44.69333333333333,61.48333333333333,1,0,2,378.26222222222225,76.30902410250786,243.0,363.55,1,1.6211764705882354,3,0.27308213608023857,-0.33159125292256914
RT-000503,fixed_voice,Far-East,0.72,18,monthly,card,fiber,2,False,True,False,False,30,1,24.0,54.30111111111111,26.849999999999998,39.696666666666665,0,0,1,245.8372222222222,60.05334548211925,312.29,259.27,1,1.4226666666666667,0,0.32362079099840463,0.20449724225710667
RT-000504,mobile,Volga,0.436,31,annual,auto,n/a,3,True,False,False,False,165,0,,64.08888888888889,50.30666666666667,73.17666666666666,2,0,6,537.3038888888889,119.7343956744107,513.55,586.19,1,1.8722222222222225,3,0.3125313169042954,-0.12391886589672306
RT-000505,mobile,Central,0.567,9,two_year,invoice,n/a,4,True,False,False,False,460,0,,28.282777777777778,28.08666666666667,29.906666666666666,0,0,1,264.0222222222222,59.95811759352922,218.69,287.77,1,1.605,2,0.06085599643334809,-0.240052819960385
RT-000506,broadband,Saint-Petersburg,0.772,32,annual,card,fiber,3,True,True,True,False,135,0,,50.405,23.909999999999997,35.61333333333334,1,0,3,350.3261111111111,101.36764544375319,446.88,399.55,0,1.43625,2,0.32862223886184966,0.1184582655487423
RT-000507,mobile,North-West,0.111,49,monthly,auto,n/a,2,True,False,False,False,30,0,,40.142222222222216,16.833333333333332,24.403333333333332,1,0,5,525.4711111111111,106.1540201166593,478.64,566.24,0,2.5758823529411763,0,0.3102035241087283,-0.154704718847132
RT-000508,iptv,Urals,0.3,17,monthly,auto,n/a,3,False,False,True,False,30,0,,43.44611111111111,53.370000000000005,38.48,0,0,3,325.57222222222225,62.34069066362917,440.89,322.08,1,1.670625,4,0.0,0.36888350720317936
RT-000509,mobile,Siberia,0.708,11,annual,card,n/a,4,True,True,False,False,35,0,,33.53111111111111,31.439999999999998,37.99333333333333,1,0,5,336.47166666666664,80.04448154913983,436.02,273.79,2,1.5375,0,0.17248640112300406,0.5925344241937249
RT-000510,mobile,Moscow,0.434,42,monthly,auto,n/a,2,True,True,False,False,30,0,,57.63611111111111,63.81333333333333,40.63,1,0,3,673.1566666666666,112.69698257874052,774.98,619.56,0,1.8192857142857142,1,0.0,0.2508554458002455
RT-000511,mobile,Volga,0.448,46,monthly,auto,n/a,1,True,False,False,False,30,0,,47.93388888888889,30.22666666666667,64.32333333333334,0,0,4,430.69722222222225,89.14692194254417,562.16,348.39,1,1.32375,1,0.5300823962273927,0.6135939607910674
RT-000512,iptv,North-Caucasus,0.274,58,monthly,invoice,n/a,1,False,False,True,False,30,0,,57.17111111111111,52.93,61.23333333333333,1,0,5,400.0111111111111,79.19051524377882,283.55,343.72,1,1.4229411764705884,3,0.13560152422427862,-0.17505527755149544
RT-000513,mobile,Far-East,0.591,19,monthly,invoice,n/a,1,True,False,False,False,30,0,,56.83,44.223333333333336,50.25333333333333,0,0,6,636.0711111111111,140.17999474998055,719.94,732.68,0,2.5626666666666664,2,0.11999204032899963,-0.017388218594747908
RT-000514,mobile,North-Caucasus,0.299,9,two_year,card,n/a,4,True,True,False,False,460,0,,38.00944444444444,67.41000000000001,29.453333333333333,1,0,9,457.8855555555556,104.96853938889457,316.23,370.24,1,1.9458823529411764,3,0.0,-0.14587834917891096
RT-000515,mobile,North-Caucasus,0.582,9,monthly,auto,n/a,4,True,False,False,False,30,0,,63.78611111111112,51.583333333333336,68.65666666666667,0,0,0,574.18,118.78891075200187,580.8,449.99,0,1.5170588235294118,3,0.24867699179492156,0.29069534878552844
RT-000516,mobile,Moscow,0.848,103,monthly,card,n/a,3,True,True,False,False,30,0,,45.75666666666667,31.549999999999997,51.57333333333333,1,0,2,542.23,111.29397964796816,500.49,364.22,0,1.6827777777777777,2,0.3882497414684592,0.3741420020866508
RT-000517,mobile,Urals,0.888,28,two_year,auto,n/a,3,True,False,True,False,620,0,,80.59277777777778,47.78666666666667,73.0,0,0,2,587.6505555555556,141.21137404082128,347.69,650.91,0,1.4611764705882353,1,0.34538812785388123,-0.4658401315081962
RT-000518,broadband,Southern,0.745,9,annual,card,fiber,1,False,True,False,False,95,0,,50.64,48.22666666666667,38.31666666666667,0,0,4,552.411111111111,166.76932662985467,509.3,621.8,0,1.4384615384615385,2,0.0,-0.1809263428755226
RT-000519,mobile,Volga,0.483,46,annual,card,n/a,4,True,True,False,False,80,0,,63.35388888888888,64.49333333333333,43.123333333333335,2,0,3,535.2122222222222,120.82891909178403,452.67,490.7,0,1.5005882352941178,3,0.0,-0.07750152842877517
RT-000520,iptv,Siberia,0.474,51,monthly,auto,n/a,2,False,True,True,False,30,0,,50.93277777777777,39.4,50.336666666666666,2,0,3,392.81,100.37530988890703,404.43,412.32,0,2.2938888888888886,4,0.21727037944506988,-0.019135622817229303
RT-000521,iptv,North-Caucasus,0.13,20,two_year,card,n/a,2,False,False,True,False,130,0,,43.655,65.16,50.60333333333333,3,0,7,285.88388888888886,76.06208262596216,304.14,350.36,0,2.161764705882353,1,0.0,-0.1319214522205732
RT-000522,mobile,Volga,0.619,6,annual,invoice,n/a,2,True,True,False,False,185,0,,67.69722222222222,79.17,80.49333333333334,2,0,3,486.5227777777778,92.45333670723113,364.85,465.39,1,1.4376470588235295,1,0.016440284909723425,-0.21603386407099415
RT-000523,mobile,Urals,0.283,17,monthly,card,n/a,2,True,False,False,False,30,0,,41.245,51.59666666666667,48.96333333333333,2,0,5,486.7433333333333,102.744290982087,577.23,481.78,1,1.8047058823529412,6,0.0,0.19811947361866422
RT-000524,broadband,Volga,0.789,59,monthly,auto,fiber,2,False,True,False,False,30,0,,43.343333333333334,27.996666666666666,47.95666666666667,0,0,1,406.2005555555555,91.45513702306992,370.28,379.97,0,1.5407142857142857,1,0.41620907763953574,-0.025502013316840946
RT-000525,mobile,Urals,0.284,24,monthly,card,n/a,4,True,False,False,True,30,0,,55.083888888888886,45.20666666666667,64.11,0,0,0,639.9666666666667,183.82572706074566,508.61,805.58,0,2.450625,1,0.29485779649560645,-0.36864122743861566
RT-000526,mobile,North-Caucasus,0.689,31,monthly,card,n/a,1,True,False,False,False,30,0,,47.547222222222224,53.660000000000004,51.173333333333325,0,0,0,524.1588888888889,100.7117893612256,487.93,676.38,0,2.1173333333333333,3,0.0,-0.2786155711286555
RT-000527,fixed_voice,Far-East,0.556,36,monthly,auto,xdsl,3,False,False,True,False,30,0,,65.24111111111111,49.18333333333334,65.42333333333333,0,0,3,307.2961111111111,67.72524728106238,325.18,332.82,0,0.8658823529411765,2,0.24822947979823706,-0.022955351240910964
RT-000528,fixed_voice,Central,0.64,28,two_year,invoice,fiber,1,False,False,False,False,620,0,,47.35666666666667,44.03,48.61333333333334,0,0,2,202.12555555555556,40.28759059010052,164.82,173.94,0,1.711111111111111,3,0.09428140427866159,-0.052431873059675775
RT-000529,broadband,Far-East,0.439,28,monthly,card,fiber,1,False,True,False,False,30,0,,60.379999999999995,46.88999999999999,83.89666666666666,1,0,5,613.5250000000001,90.42876769297801,556.44,548.36,0,1.16375,4,0.4410981763280226,0.01473484572178868
RT-000530,mobile,Southern,0.239,24,two_year,auto,n/a,2,True,True,False,False,10,0,,42.22222222222222,30.05666666666667,50.48,0,0,3,445.1388888888889,118.38231246506025,324.7,453.76,0,2.4382352941176473,3,0.4045826730058108,-0.2844234837799718
RT-000531,broadband,Southern,0.251,19,annual,invoice,fiber,4,False,True,False,False,160,0,,46.57222222222222,51.31333333333333,52.836666666666666,1,0,3,365.80055555555555,90.32122071494554,424.66,253.74,0,1.9805882352941178,4,0.028830988581162075,0.6736029006069205
RT-000532,broadband,Saint-Petersburg,0.444,24,monthly,card,fiber,2,False,True,False,False,30,0,,46.03944444444445,45.23666666666667,27.83,2,0,3,399.94944444444445,104.61553621389255,503.42,134.46,0,1.736470588235294,1,0.0,1.0
RT-000533,mobile,Volga,0.345,14,two_year,invoice,n/a,4,True,False,True,False,310,0,,43.656111111111116,52.39333333333334,63.47666666666667,4,0,5,457.37222222222226,76.2181066611244,554.46,498.76,0,1.246875,0,0.1746048416741059,0.11167695885796786
RT-000534,broadband,North-West,0.517,15,two_year,card,fiber,2,False,True,False,False,280,0,,36.71111111111111,37.61666666666667,28.98,0,0,3,359.1961111111111,90.06880436244865,347.76,396.95,0,2.501875,1,0.0,-0.12391988915480538
RT-000535,mobile,Moscow,0.289,40,monthly,card,n/a,3,True,True,False,False,30,0,,46.83833333333334,56.49,36.51333333333333,1,0,2,542.6233333333333,145.37381417249404,512.64,569.51,1,1.9094117647058824,2,0.0,-0.09985777247107164
RT-000536,mobile,Far-East,0.54,14,monthly,invoice,n/a,3,True,True,False,False,30,0,,37.94833333333333,46.69,46.39666666666667,2,0,3,426.0544444444444,80.56012721397619,518.53,404.13,0,1.431875,3,0.0,0.28307722762477416
RT-000537,mobile,Saint-Petersburg,0.657,37,monthly,auto,n/a,2,True,False,False,False,30,0,,37.70222222222222,56.629999999999995,30.586666666666662,0,0,2,366.8161111111111,98.6781641105175,389.77,224.93,0,1.2275,4,0.0,0.7328502200684656
RT-000538,mobile,Siberia,0.227,39,two_year,card,n/a,3,True,False,False,False,290,0,,46.43333333333333,49.82666666666666,30.626666666666665,0,0,1,346.2111111111111,75.84144016137638,260.71,362.46,2,2.036470588235294,3,0.0,-0.2807206312420681
RT-000539,mobile,Siberia,0.819,18,monthly,auto,n/a,2,True,True,False,False,30,0,,59.86333333333333,52.31,62.06,0,0,3,462.4433333333333,148.80230750108365,616.77,588.51,0,3.35,3,0.15710602642603932,0.048019574858541046
RT-000540,iptv,Urals,0.43,42,two_year,invoice,n/a,1,False,False,True,False,200,0,,43.541666666666664,43.73666666666667,56.73333333333333,1,1,1,263.835,53.654451517530774,318.63,316.84,0,1.8107692307692307,2,0.22908343125734412,0.005649539199596075
RT-000541,fixed_voice,Far-East,0.914,16,annual,card,xdsl,2,False,False,False,False,250,0,,62.291666666666664,58.953333333333326,66.13,0,0,2,256.6327777777778,68.11000477649077,346.05,234.25,0,1.8747058823529412,3,0.10852361510156767,0.4772678762006404
RT-000542,broadband,Saint-Petersburg,0.234,48,monthly,card,fiber,3,True,True,True,False,30,0,,52.04,39.410000000000004,44.41,0,0,2,427.1388888888889,87.10196917399124,428.14,514.99,2,1.7664285714285715,3,0.11258725512271996,-0.16864405134080276
RT-000543,iptv,Moscow,0.466,35,two_year,invoice,n/a,2,False,False,True,False,410,0,,53.415,53.74,35.95,1,0,4,352.2138888888889,61.6534546657543,389.38,300.15,1,3.7933333333333334,1,0.0,0.2972846909878395
RT-000544,fixed_voice,Far-East,0.444,13,annual,auto,copper,1,False,False,False,False,340,0,,56.41277777777778,55.46,47.196666666666665,0,0,0,283.64000000000004,57.392430531847495,297.65,311.67,0,1.491111111111111,4,0.0,-0.04498347611255507
RT-000545,mobile,Saint-Petersburg,0.278,32,annual,auto,n/a,4,True,False,True,False,135,0,,51.38944444444444,26.14,60.34,3,0,9,574.1683333333334,137.51982082808365,643.53,457.73,0,1.8258823529411765,0,0.5667882001988731,0.4059161514429903
RT-000546,mobile,Central,0.421,44,monthly,auto,n/a,4,True,False,True,True,30,0,,51.365,39.336666666666666,64.21666666666667,2,0,3,538.5444444444444,110.67017203874298,591.39,601.06,1,1.470625,1,0.387438359719699,-0.016088244102086247
RT-000547,mobile,Urals,0.557,21,monthly,card,n/a,2,True,False,False,False,30,0,,63.647222222222226,53.52333333333333,101.78333333333335,1,0,2,581.3172222222223,115.22036251847538,685.88,366.87,0,1.8861111111111113,0,0.4741444244309809,0.8695450704609262
RT-000548,mobile,Southern,0.517,37,annual,auto,n/a,2,True,True,False,False,350,0,,50.86333333333333,69.24333333333333,42.81333333333333,0,0,1,422.4627777777778,75.04938004255094,501.92,503.37,0,2.44625,3,0.0,-0.0028805848580566755
RT-000549,broadband,Central,0.312,36,monthly,auto,fiber,1,False,True,False,False,30,0,,55.72888888888889,26.570000000000004,43.97,1,0,4,578.2355555555555,121.07271350537894,728.56,403.89,0,1.699375,2,0.39572435751648843,0.8038574859491445
RT-000550,mobile,Central,0.353,32,monthly,auto,n/a,4,True,False,False,False,30,1,21.0,30.55888888888889,19.77333333333333,26.016666666666666,6,0,8,445.14222222222224,87.1966164721029,398.72,367.8,3,1.8635294117647059,2,0.23997437540038447,0.08406742794997285
RT-000551,mobile,Far-East,0.406,24,annual,card,n/a,1,True,False,False,False,10,0,,69.775,62.55666666666667,85.13666666666667,1,0,2,607.1211111111111,134.60482959995895,910.36,687.85,1,1.5205882352941176,3,0.26522062566070237,0.3234862251944464
RT-000552,mobile,Southern,0.523,7,monthly,card,n/a,2,True,False,False,False,30,1,22.0,53.055,45.133333333333326,64.17333333333333,1,0,2,478.5,126.17112492446869,527.3,253.41,0,1.698235294117647,2,0.296696447122377,1.0
RT-000553,mobile,North-Caucasus,0.152,12,annual,auto,n/a,1,True,False,False,False,5,0,,47.72277777777778,46.61333333333334,44.19,3,0,7,455.42055555555555,89.71084788967813,352.29,482.97,0,1.457142857142857,6,0.0,-0.2705758121622461
RT-000554,iptv,Southern,0.626,26,monthly,card,n/a,2,False,False,True,False,30,0,,52.724444444444444,41.97666666666667,54.593333333333334,1,0,5,387.34666666666664,97.19916987057766,308.4,375.87,0,1.948,4,0.23110269874221517,-0.17950355175991706
RT-000555,mobile,Urals,0.407,7,monthly,card,n/a,2,True,False,False,False,30,1,24.0,40.49888888888889,37.22666666666667,41.82666666666666,2,0,3,346.59666666666664,105.13897609410911,395.85,175.59,0,1.6341176470588237,2,0.10997768568696195,1.0
RT-000556,mobile,North-West,0.847,32,monthly,card,n/a,2,True,False,False,False,30,0,,48.916666666666664,50.07,53.61666666666667,0,0,2,479.4472222222222,96.1015026390177,730.16,601.17,0,1.695,4,0.06614858563879392,0.21456493171648622
RT-000557,mobile,Moscow,0.4,74,monthly,invoice,n/a,3,True,True,True,False,30,0,,32.20611111111111,30.97,43.27,0,0,1,294.215,50.10080429670236,327.39,401.71,2,1.4526666666666666,4,0.2842616131268778,-0.18500908615668019
RT-000558,mobile,Southern,0.2,32,monthly,card,n/a,1,True,False,False,False,30,0,,46.27611111111111,30.72,70.95,2,0,5,477.12277777777786,90.54574442239974,416.87,422.97,2,1.5235294117647058,1,0.5670190274841438,-0.014421826607088026
RT-000559,broadband,Siberia,0.724,72,two_year,auto,xdsl,4,False,True,False,False,30,0,,43.47666666666667,48.97666666666667,35.946666666666665,2,0,3,369.9138888888889,78.0935576268008,426.01,431.81,1,2.466875,3,0.0,-0.013431833445265304
RT-000560,mobile,Volga,0.675,18,annual,card,n/a,4,True,True,True,True,190,0,,43.39055555555555,44.82,57.99333333333333,2,0,4,538.036111111111,124.29849784426146,753.0,353.19,0,1.615,2,0.22715254626968615,1.0
RT-000561,mobile,Far-East,0.161,56,two_year,invoice,n/a,2,True,True,False,False,510,0,,41.909444444444446,42.673333333333325,35.35,2,0,5,431.2722222222222,119.65785953171824,463.38,529.57,3,1.631875,2,0.0,-0.1249881979719396
RT-000562,mobile,Urals,0.614,32,monthly,card,n/a,1,True,False,False,False,30,1,24.0,51.117777777777775,53.25333333333333,52.18333333333334,2,0,4,515.4055555555556,110.15051847477358,568.85,556.5,0,1.6376470588235295,3,0.0,0.0221922731356694
RT-000563,iptv,Southern,0.145,42,monthly,card,n/a,2,False,False,True,False,30,0,,60.724444444444444,42.82333333333333,85.42,0,0,2,406.9844444444445,86.18754838566895,367.98,223.98,0,2.1523529411764706,2,0.49867322250838997,0.6429145459416021
RT-000564,broadband,Southern,0.574,9,monthly,card,fiber,1,False,True,False,False,30,0,,55.397777777777776,41.28333333333333,40.43333333333333,1,0,4,426.9777777777778,104.67749151591931,411.94,520.82,0,2.4943750000000002,4,0.0,-0.20905495180676634
RT-000565,broadband,Central,0.711,56,annual,invoice,fiber,1,False,True,False,False,145,0,,41.37777777777777,47.666666666666664,30.01,1,0,3,335.8527777777778,72.52415709553817,371.5,379.03,0,1.7850000000000001,2,0.0,-0.019866501332348293
RT-000566,broadband,Far-East,0.899,61,monthly,card,xdsl,2,False,True,False,False,30,1,21.0,66.65444444444444,61.620000000000005,51.550000000000004,3,0,7,603.0194444444445,101.4052195241055,685.12,746.78,1,2.1544444444444446,5,0.0,-0.0825678245266343
RT-000567,broadband,Moscow,0.339,68,annual,auto,xdsl,4,False,True,False,False,150,0,,55.45166666666667,53.836666666666666,56.67000000000001,0,0,2,435.73833333333334,115.51209298800964,505.94,423.04,0,1.4483333333333333,1,0.04999705899652977,0.19596255673222385
RT-000568,mobile,Moscow,0.426,18,monthly,auto,n/a,3,True,True,True,False,30,0,,49.73111111111111,50.843333333333334,69.23,1,0,4,569.5011111111112,94.68959386821818,650.29,496.31,0,1.0328571428571427,3,0.26558813616447596,0.3102496423606213
RT-000569,mobile,Siberia,0.234,51,annual,card,n/a,2,True,True,False,False,295,0,,51.255,57.54666666666666,36.68666666666667,0,0,0,500.755,120.14280068269737,510.26,439.87,0,1.603125,1,0.0,0.16002455270875482
RT-000570,mobile,Moscow,0.545,26,two_year,auto,n/a,3,True,False,False,False,680,0,,57.75055555555556,58.446666666666665,52.19333333333333,3,0,5,653.335,158.36300694179513,744.8,540.21,2,1.6805882352941177,3,0.0,0.3787230891690267
RT-000571,mobile,Southern,0.595,61,monthly,auto,n/a,4,True,True,False,False,30,0,,55.45111111111111,34.26,69.17999999999999,1,0,3,577.8183333333333,125.85942383328735,394.81,564.03,2,2.3117647058823527,1,0.5047701647875108,-0.3000195025087318
RT-000572,iptv,Saint-Petersburg,0.391,49,annual,invoice,n/a,1,False,False,True,False,355,0,,58.373333333333335,76.45333333333333,65.21666666666667,0,0,0,373.2011111111111,65.40378077656736,314.6,395.8,0,1.4561111111111111,2,0.0,-0.2051541182415361
RT-000573,mobile,Urals,0.856,27,monthly,auto,n/a,3,True,False,False,False,30,0,,45.38333333333333,35.42333333333333,38.18,1,0,2,499.91166666666663,101.11716694013931,288.6,571.39,0,1.947222222222222,2,0.07220185088178804,-0.49491590682371056
RT-000574,broadband,Saint-Petersburg,0.201,21,monthly,auto,fiber,1,False,True,False,False,30,0,,41.416666666666664,29.896666666666665,32.25333333333334,0,0,3,407.3377777777778,108.35967138657507,599.96,416.91,0,1.907058823529412,3,0.07306738321620522,0.4390635868652707
RT-000575,iptv,Central,0.2,116,two_year,invoice,n/a,2,False,True,True,False,170,0,,48.085,39.56666666666667,49.82,1,0,5,426.55222222222227,101.4597154803791,585.13,424.07,0,1.5270588235294118,5,0.20580757393282478,0.37979578843115525
RT-000576,mobile,Southern,0.667,39,two_year,auto,n/a,4,True,False,False,True,290,0,,62.61,77.92999999999999,62.949999999999996,3,0,7,589.0061111111112,91.45523270906524,429.44,668.01,1,2.9383333333333335,3,0.0,-0.35713537222496666
RT-000577,iptv,North-West,0.7,56,monthly,invoice,n/a,1,False,False,True,False,30,0,,64.87333333333333,44.43333333333334,86.62333333333333,2,0,6,437.2211111111111,107.50752241198474,391.32,461.53,0,1.8483333333333336,0,0.4870512179166506,-0.15212445561501958
RT-000578,broadband,Central,0.736,39,monthly,auto,fiber,2,False,True,False,False,30,0,,60.76222222222222,69.79,38.54666666666667,1,0,1,498.1972222222222,150.67462254827572,343.22,536.07,0,0.8994444444444445,2,0.0,-0.35974779413136343
RT-000579,iptv,Moscow,0.561,21,two_year,auto,n/a,1,False,False,True,False,100,0,,71.73111111111112,54.50666666666667,78.16,1,0,1,395.025,97.64443469276982,307.26,583.13,0,1.8099999999999998,2,0.30262708973046737,-0.47308490388078134
RT-000580,mobile,Moscow,0.471,31,annual,card,n/a,1,True,False,False,False,165,0,,41.29222222222222,50.61666666666667,19.906666666666666,0,0,6,541.425,106.85137226953312,409.69,474.1,1,1.238125,2,0.0,-0.13585741404766932
RT-000581,mobile,Saint-Petersburg,0.685,36,annual,card,n/a,2,True,False,False,False,15,0,,48.739444444444445,37.81333333333333,34.61666666666667,1,0,2,478.4294444444444,115.1075253058033,599.69,401.91,2,1.3022222222222224,2,0.0,0.49210022144261156
RT-000582,mobile,Central,0.466,48,annual,auto,n/a,4,True,True,False,False,20,0,,48.15222222222222,47.57333333333333,37.99333333333333,2,0,3,429.15444444444444,99.51081999828978,275.05,564.58,0,2.3,0,0.0,-0.5
RT-000583,mobile,Saint-Petersburg,0.714,52,annual,invoice,n/a,2,True,False,False,False,265,0,,50.58833333333334,53.870000000000005,46.663333333333334,1,0,2,459.40000000000003,122.39618491747584,482.26,442.01,0,1.35125,3,0.0,0.09106128820614919
RT-000584,mobile,Southern,0.349,19,monthly,invoice,n/a,1,True,False,False,False,30,0,,43.91,37.67333333333334,59.42666666666667,0,0,3,379.15333333333336,84.0653581867039,487.04,239.97,0,2.1452941176470586,2,0.3660533991474085,1.0
RT-000585,iptv,Far-East,0.394,6,monthly,auto,n/a,2,False,False,True,False,30,0,,27.788333333333334,26.406666666666666,26.916666666666668,1,0,3,205.80444444444444,49.576493032866985,198.08,201.15,0,2.5876470588235296,7,0.01894736842105269,-0.015262242107879657
RT-000586,broadband,Siberia,0.133,23,annual,card,xdsl,3,True,True,True,False,40,0,,58.55388888888889,68.08333333333333,51.21333333333334,2,1,3,487.70666666666665,144.91607607812998,702.98,402.94,0,2.7176470588235295,1,0.0,0.7446269916116544
RT-000587,mobile,North-West,0.888,34,monthly,auto,n/a,2,True,False,False,False,30,0,,50.708888888888886,53.67333333333334,40.70333333333334,0,0,5,471.49055555555555,146.6797289604412,734.43,338.79,0,1.8182352941176472,3,0.0,1.0
RT-000588,mobile,Volga,0.32,17,annual,card,n/a,1,True,False,False,False,220,0,,47.791111111111114,24.066666666666666,55.96333333333334,1,0,5,544.5411111111111,121.31337683327759,551.14,674.8,0,2.8041176470588236,3,0.5699565191494431,-0.18325429756965023
RT-000589,mobile,Siberia,0.548,69,monthly,invoice,n/a,1,True,False,False,False,30,0,,55.568333333333335,57.98,68.59666666666666,1,0,1,481.3527777777778,97.28469366370966,554.36,463.83,1,1.2029411764705882,4,0.1547694251421352,0.1951792682663908
RT-000590,mobile,North-Caucasus,0.733,66,two_year,card,n/a,4,True,False,True,False,210,0,,35.37444444444444,22.209999999999997,32.78,3,1,5,472.94277777777774,121.48040407482603,351.64,501.33,0,1.4833333333333334,3,0.3224527150701648,-0.29858576187341673
RT-000591,fixed_voice,Southern,0.337,29,monthly,auto,copper,1,False,False,False,False,30,0,,50.135,51.81666666666666,52.74666666666667,3,0,5,263.2911111111111,55.67536057506408,221.78,216.57,1,2.171875,1,0.017631445904954628,0.024056886918779184
RT-000592,mobile,Saint-Petersburg,0.861,36,monthly,card,n/a,3,True,False,False,False,30,0,,52.575,55.406666666666666,39.71666666666667,1,1,4,444.4977777777778,114.93809820203504,542.66,555.38,0,1.663529411764706,3,0.0,-0.022903237423025725
RT-000593,mobile,Far-East,0.49,10,two_year,card,n/a,4,True,True,True,False,430,0,,61.885000000000005,39.31666666666666,64.60333333333334,0,0,1,636.6238888888888,139.75666967726818,730.26,829.06,0,1.833125,1,0.39141427170940624,-0.11917110944925574
RT-000594,broadband,Southern,0.261,45,monthly,auto,xdsl,4,False,True,False,False,30,0,,52.711666666666666,56.00333333333333,40.723333333333336,0,0,2,413.3622222222223,92.14380318480174,489.41,502.58,3,1.103888888888889,3,0.0,-0.02620478331807863
RT-000595,mobile,Moscow,0.78,60,two_year,card,n/a,4,True,True,False,False,390,0,,41.52611111111111,52.90333333333333,31.366666666666664,1,0,3,360.20944444444444,106.38175830316588,438.04,228.66,0,1.743529411764706,3,0.0,0.9156826729642265
RT-000596,mobile,Central,0.331,48,monthly,card,n/a,2,True,True,False,False,30,0,,66.55833333333334,53.54666666666666,58.54,1,0,3,616.71,75.01316903992101,586.52,604.3,0,3.0776470588235294,1,0.08529780207265698,-0.029422472281979105
RT-000597,broadband,Southern,0.275,51,monthly,card,xdsl,3,False,True,False,False,30,0,,52.72333333333333,58.373333333333335,65.14666666666666,2,0,2,385.5311111111111,103.96208499419329,262.15,329.6,0,1.6555555555555557,3,0.10397052803929585,-0.20464199029126226
